,geometry
18697,POINT (30.35205365 60.0449436)
18698,POINT (30.5966019 59.7737994)
18700,POINT (30.2794835185628 59.9585183)
18701,POINT (30.237202 59.98376139999999)
18702,POINT (30.4061979206968 60.01556885)
18703,POINT (30.26819525818511 59.8387311)
18704,POINT (30.4211858406052 59.69767015)
18705,POINT (30.4259645582204 59.72545775)
18706,POINT (30.0799502 59.74391095)
18707,POINT (30.2628036 59.9488166)
18708,POINT (29.7832796951657 59.90722765)
18710,POINT (30.2432495900654 59.95022225)
18711,POINT (30.4183083028683 60.03892075)
18712,POINT (30.5732189967416 59.7474497)
18713,POINT (30.3062572 60.0587191)
18714,POINT (30.3799772 59.865727)
18715,POINT (30.2662872 59.8788135)
18716,POINT (30.4227704 59.7221743)
18717,POINT (30.3558793584516 59.9969563)
18718,POINT (30.4381801 59.94057535)
18719,POINT (30.3894141 59.86624010000001)
18720,POINT (30.30180420000001 59.95164499999999)
18721,POINT (30.2825035 59.9117096)
18722,POINT (30.2727716645034 59.9127399)
18723,POINT (30.3491288 59.9986043)
18725,POINT (30.4111571104133 59.87033065)
18726,POINT (30.2612352266422 59.8557123)
18728,POINT (30.4573162 59.8799204)
18729,POINT (30.3548857898713 59.99669760000001)
18730,POINT (30.3437670850863 59.95730935)
18731,POINT (30.0040424501604 60.02129485)
18732,POINT (30.4141573292468 60.01517405)
18733,POINT (30.3550931 59.9216103)
18734,POINT (29.9734426202352 60.08036745)
18735,POINT (30.3073267 59.92986060000001)
18736,POINT (29.94725432308569 59.85536325)
18737,POINT (30.3120762508007 59.9139744)
18738,POINT (30.6310264400357 59.75862055)
18739,POINT (30.30099182559589 59.9639109)
18740,POINT (30.6168899580381 59.7398831)
18741,POINT (30.3501242230677 59.9189699)
18742,POINT (30.6072480430688 59.7435522)
18743,POINT (30.3086200800158 60.0487889)
18744,POINT (30.607538104323 59.74764105)
18745,POINT (30.3279557518438 59.8542837)
18746,POINT (30.56161330281331 59.7457505)
18747,POINT (30.3613976789048 59.84282275)
18748,POINT (30.60436485 59.74182465)
18749,POINT (29.92139610000001 59.878295)
18751,POINT (30.0813697 59.74392085)
18752,POINT (30.4836067 59.8474449)
18753,POINT (30.39365750171411 59.8562185)
18755,POINT (30.6072004 59.73074820000001)
18759,POINT (30.3725945 59.95079499999999)
18761,POINT (30.411718 59.71816679999999)
18762,POINT (30.4736584473881 59.95707775)
18763,POINT (30.30052280356489 59.84880835)
18765,POINT (30.3182011589042 60.01550570000001)
18766,POINT (30.5917366 59.74111970000001)
18767,POINT (30.2076950557327 59.9841346)
18769,POINT (30.613004397595 59.74358145)
18770,POINT (30.4795193 59.9007905)
18772,POINT (30.3825087485862 60.03870695)
18773,POINT (30.47883515 59.9149269)
18774,POINT (30.3865242949577 59.99851645)
18775,POINT (30.3576708 59.88767385)
18776,POINT (30.2960918519517 59.9612335)
18777,POINT (30.3954574702335 60.01597485)
18778,POINT (30.32436737742169 59.9907877)
18780,POINT (30.4155906 60.0400579)
18781,POINT (30.4577315686578 59.8674799)
18782,POINT (30.28931110000001 59.7166951)
18783,POINT (30.2493566424594 60.0037476)
18784,POINT (30.41725033404601 59.71956379999999)
18785,POINT (30.2792977469752 59.85405695)
18787,POINT (30.3463589232861 59.93438405)
18788,POINT (30.3540482 59.94385010000001)
18789,POINT (30.3372306618243 59.87603735)
18790,POINT (30.2520638462916 59.8382211)
18791,POINT (30.3770623599985 59.86089685)
18792,POINT (30.6085014760282 59.74509690000001)
18794,POINT (30.3940822906965 59.86229635)
18795,POINT (30.3055284 59.92794179999999)
18796,POINT (30.3034556561628 59.95193489999999)
18797,POINT (30.310361 59.928798)
18798,POINT (30.3108961 59.9305216)
18799,POINT (30.3523739545785 59.85978860000001)
18800,POINT (30.3252503434565 59.90370795)
18801,POINT (30.39787895 60.04486215)
18802,POINT (30.3978436646236 60.01536065)
18803,POINT (30.5877257 59.7496343)
18805,POINT (30.3673815046465 60.02415025)
18806,POINT (30.3072711 59.85301020000001)
18807,POINT (30.3853796 59.84736795)
18808,POINT (30.4889431 59.9508142)
18810,POINT (30.4033375 59.7099332)
18811,POINT (30.34581845 59.96731645)
18812,POINT (30.3463782 59.909395)
18813,POINT (29.7747400287879 59.90105379999999)
18814,POINT (30.35340260000001 60.0339335)
18815,POINT (30.3319196 59.8788958)
18816,POINT (29.9092288769868 59.86949445)
18817,POINT (30.3569709 59.88431615)
18818,POINT (30.3844255398286 59.9262012)
18819,POINT (30.4043050861024 59.98471915)
18820,POINT (30.3225265521128 60.04878660000001)
18821,POINT (30.6050661182625 59.745239)
18822,POINT (30.4133791 59.9286991)
18823,POINT (30.405321342972 59.93563045)
18824,POINT (30.3726789436237 59.8636191)
18825,POINT (29.7727893 59.9104274)
18828,POINT (30.58420578607289 59.74933860000001)
18830,POINT (30.61162366831589 59.74930405)
18831,POINT (30.4096998 59.9587387)
18832,POINT (30.306438 59.9711253)
18833,POINT (30.3712615461687 59.9319095)
18834,POINT (30.4362511 59.9045082)
18835,POINT (30.46610385868511 59.95032140000001)
18836,POINT (30.41924889192689 59.94910755)
18837,POINT (30.39131495 59.84615079999999)
18839,POINT (30.4128696939817 59.94710065)
18840,POINT (30.29856903128 59.91528375)
18842,POINT (30.2366521168886 59.9328993)
18843,POINT (30.25655418994451 59.87485355)
18844,POINT (29.78452801661689 59.98793705)
18845,POINT (30.2623420022388 59.84585325)
18848,POINT (30.2331842 59.8388047)
18850,POINT (29.7616781514706 59.99894915)
18851,POINT (29.75849265 59.99444725)
18852,POINT (29.774735671275 59.99701855)
18854,POINT (30.2812955 59.9185324)
18855,POINT (29.7766132 59.9966335)
18856,POINT (30.3075683 59.9716695)
18857,POINT (30.2726441 59.9150616)
18858,POINT (30.2448111 59.9286767)
18859,POINT (30.3159585278076 59.96812535)
18860,POINT (30.3204033819444 59.95876695)
18862,POINT (29.7701124 59.9976444)
18863,POINT (30.19139980000001 59.9903936)
18864,POINT (30.488939709036 59.92340695)
18865,POINT (30.4717171919378 59.8718968)
18866,POINT (30.3032942 59.94861360000001)
18867,POINT (30.4482936 59.86237665)
18868,POINT (30.24078573751811 60.0011683)
18869,POINT (30.1781799 59.827361)
18870,POINT (30.479417613992 59.90469915)
18871,POINT (30.3097838234521 59.9969783)
18872,POINT (30.57883587593211 59.74631265)
18873,POINT (30.2315031101639 59.9590073)
18874,POINT (30.2441300797722 59.84403865)
18875,POINT (30.29630460000001 59.9857943)
18876,POINT (30.2524395 59.95255400000001)
18877,POINT (30.36749960000001 59.9285441)
18878,POINT (30.4789385433992 59.8799378)
18879,POINT (30.1591582251897 59.82586705)
18880,POINT (29.7740919607602 59.9872671)
18881,POINT (30.4669571194662 59.87297115)
18882,POINT (30.2961234 59.9182149)
18884,POINT (30.4776324536587 59.87859079999999)
18886,POINT (30.4644662485392 59.8817149)
18887,POINT (30.34216 59.91206395)
18888,POINT (30.29251995 59.98479865)
18889,POINT (30.3484334 59.924601)
18890,POINT (30.39104557694369 60.0045142)
18891,POINT (30.3631697 60.0370545)
18892,POINT (30.4819615756302 59.8852618)
18893,POINT (30.2931213 59.9194621)
18894,POINT (30.3487834 59.9243056)
18895,POINT (30.349375642646 59.9292798)
18896,POINT (30.465287309576 59.88186805)
18897,POINT (30.42088683177739 60.03905915)
18898,POINT (30.4144196 59.95107460000001)
18899,POINT (29.7630645 59.9981708)
18901,POINT (30.3807370001112 59.9395683)
18902,POINT (30.368699 59.8977836)
18903,POINT (30.41952483305531 60.0399967)
18904,POINT (30.467369662104 59.68287685)
18905,POINT (30.46365727755549 59.8746995)
18906,POINT (30.2924395224267 59.91670295)
18907,POINT (30.3365971266055 60.04867895)
18910,POINT (30.27662576777481 59.98473675)
18911,POINT (30.3469233 59.99766410000001)
18914,POINT (29.8647671033985 59.8837714)
18915,POINT (30.3440722 59.9266677)
18917,POINT (30.3580044 59.8588941)
18918,POINT (30.3257208 59.8495957)
18921,POINT (30.3458107 59.9272885)
18922,POINT (30.2988351 59.9266328)
18923,POINT (30.3171793 59.9023975)
18924,POINT (30.2906533 59.91704720000001)
18928,POINT (30.2842794 59.92352750000001)
18929,POINT (30.2826175549703 59.91057635)
18931,POINT (30.4151409691374 60.04383945)
18932,POINT (30.3420773 59.9864272)
18933,POINT (30.3446351 59.9585478)
18934,POINT (30.48739215 59.89764605)
18935,POINT (30.3334817446018 60.01309985)
18936,POINT (30.3449765 59.9409533)
18939,POINT (30.2841042377801 59.9111784)
18940,POINT (30.3353519 59.9233031)
18941,POINT (30.2755708 59.9334559)
18942,POINT (30.30606400000001 59.9196906)
18943,POINT (30.48467536300251 59.91655359999999)
18945,POINT (30.2705458557162 59.8969679)
18946,POINT (30.3743618490661 59.93322925)
18947,POINT (30.2575845406816 59.83451055)
18948,POINT (30.3939444743711 59.97326750000001)
18949,POINT (30.4346476988836 60.0022071)
18950,POINT (30.3080573 59.9290872)
18951,POINT (30.3207686 59.93159920000001)
18952,POINT (30.369785 59.9276919)
18953,POINT (30.3548656 59.9261338)
18954,POINT (30.2817842 59.9130416)
18955,POINT (30.3549346 59.92624620000001)
18956,POINT (30.3297206814265 59.9137233)
18957,POINT (30.2710159 59.89806795)
18958,POINT (30.3712448541363 60.03793945)
18959,POINT (30.3128242087231 59.9588453)
18960,POINT (30.339986929171 59.92945989999999)
18961,POINT (30.3553461 59.9243966)
18962,POINT (30.357943 59.93165010000001)
18963,POINT (30.3470434 59.9240791)
18964,POINT (30.3517614 59.91771429999999)
18965,POINT (30.257757902122 59.95219100000001)
18966,POINT (30.46485685 59.8999086)
18968,POINT (30.295219 59.9542334)
18970,POINT (30.3370175 59.9281337)
18971,POINT (30.25339927454269 59.95182715)
18972,POINT (29.7046642 60.1935475)
18973,POINT (30.3717347 59.9352983)
18974,POINT (30.4422671512683 59.8638585)
18975,POINT (30.305822 59.9219034)
18976,POINT (30.3603322 59.9329152)
18978,POINT (30.3281362 59.9427038)
18979,POINT (30.3415877 59.93369000000001)
18980,POINT (30.3076866 59.9203853)
18981,POINT (30.4335899074035 60.00361805)
18982,POINT (30.2234368086033 59.83164960000001)
18983,POINT (30.2612637 59.8733283)
18984,POINT (30.3818122586959 60.0482554)
18985,POINT (30.1990512781308 59.8291973)
18986,POINT (30.2408222 59.8562411)
18987,POINT (30.40406886239581 59.96681695)
18988,POINT (30.3758025171245 60.04203355)
18989,POINT (30.26904050000001 59.8738395)
18990,POINT (30.2453066459042 59.85745985)
18992,POINT (30.4389982 59.6834686)
18993,POINT (30.26617615 59.84358055)
18994,POINT (30.2736457095614 59.84199915)
18995,POINT (30.26342415 59.84210445)
18996,POINT (30.3396344281927 59.86020365)
18997,POINT (30.44849025 59.8653872)
18998,POINT (30.3674453 59.8443483)
18999,POINT (30.3710248949765 59.86355820000001)
19000,POINT (30.3494657 59.8377927)
19001,POINT (30.4140733 59.8921002)
19002,POINT (30.4441166460811 59.8731485)
19003,POINT (30.3315524 59.85191800000001)
19005,POINT (30.4044943 60.0187465)
19006,POINT (30.32545995 60.0018838)
19007,POINT (30.4299277974555 59.89156635)
19009,POINT (30.385093 59.85262815)
19010,POINT (30.33456626596631 59.83946485)
19011,POINT (30.3536742 59.9243485)
19012,POINT (30.3176603 60.0429595)
19013,POINT (30.3806617355661 59.94519555)
19014,POINT (30.3345066188703 59.9315012)
19015,POINT (30.3535294574738 60.00136865)
19016,POINT (30.3193536 59.9110848)
19017,POINT (30.4733673 59.9282073)
19019,POINT (30.29992 59.85919920000001)
19021,POINT (30.251839 59.85232020000001)
19022,POINT (30.5735083931887 59.74470415)
19023,POINT (30.3738642432376 59.7053024)
19024,POINT (30.4699866 59.90100620000001)
19025,POINT (30.49075044447969 59.9141307)
19027,POINT (30.415804560795 59.95717610000001)
19028,POINT (30.3370684 60.02830529999999)
19029,POINT (30.240922 59.8405094)
19030,POINT (30.39250770141049 59.9524404)
19031,POINT (30.2673423513872 59.8470186)
19032,POINT (30.2384358868272 59.94940525)
19033,POINT (30.3751052342893 59.98796395)
19037,POINT (29.7686879438587 59.9143934)
19038,POINT (30.40853095 59.86777745)
19039,POINT (30.3199361 59.90454520000001)
19041,POINT (30.336189 59.8278887)
19042,POINT (30.3741431928286 59.86555215)
19044,POINT (30.2252523691867 59.9590529)
19045,POINT (30.4379024214055 59.684065)
19046,POINT (30.4078057813884 59.84688495)
19047,POINT (30.44734115907081 59.86151805)
19048,POINT (30.2543171962052 59.86223965)
19049,POINT (30.4360353 59.6851625)
19050,POINT (30.28931524779631 59.91757925)
19051,POINT (30.2599208843333 59.8341171)
19053,POINT (30.44564350070869 59.92101360000001)
19054,POINT (30.2824794 59.9259098)
19055,POINT (30.5079425 59.8328124)
19056,POINT (30.2635729468258 59.96598655)
19057,POINT (29.8444771 59.8700443)
19058,POINT (30.27528475 59.95861565)
19059,POINT (30.3000389686202 59.8464747)
19060,POINT (30.3551196634865 59.86386115)
19061,POINT (30.462711 59.6817694)
19062,POINT (30.6119882 59.7290164)
19063,POINT (30.3575713 59.94256110000001)
19064,POINT (30.3423452486652 60.006013)
19065,POINT (30.3177807 60.0133256)
19067,POINT (30.2660535249079 59.8967392)
19068,POINT (30.41377392385661 60.03504585)
19069,POINT (30.34228400000001 60.0021536)
19070,POINT (30.3674453 59.8443483)
19071,POINT (30.3530041930445 59.91166615)
19072,POINT (30.1912336 59.85825920000001)
19074,POINT (30.27582675 59.91921775)
19076,POINT (30.3237706 60.0361583)
19078,POINT (30.2298968204151 59.8383936)
19079,POINT (30.3715272 59.93831280000001)
19080,POINT (30.2733029519481 59.84782289999999)
19081,POINT (30.406705805272 59.87332365)
19082,POINT (30.3928344 59.8597029)
19085,POINT (30.3443658486328 59.8636447)
19086,POINT (30.2949184 60.0323349)
19087,POINT (30.4206187015685 60.01419350000001)
19088,POINT (30.3542654 59.92523900000001)
19089,POINT (30.35718411329189 59.70418215)
19090,POINT (30.433264 59.684853)
19091,POINT (30.1126973202521 59.84597895)
19092,POINT (30.3513816 59.935961)
19093,POINT (30.2660331 59.8784529)
19094,POINT (30.0036580952247 60.05264185)
19095,POINT (30.2258151285853 60.024767)
19097,POINT (30.1696082004987 59.82563305)
19098,POINT (29.92139610000001 59.878295)
19099,POINT (30.3041928699019 59.97203345)
19100,POINT (30.4267266272026 59.69433539999999)
19101,POINT (30.0716674 59.720562)
19102,POINT (30.3123107975571 59.8331913)
19105,POINT (30.4483179578748 60.0344734)
19106,POINT (30.3128037005415 60.0253778)
19107,POINT (30.3731137 59.9278187)
19108,POINT (30.4639089 59.932535)
19109,POINT (30.3091977 59.812349)
19110,POINT (30.30662815 59.85751715)
19111,POINT (30.57816099576591 59.7372684)
19113,POINT (29.8931761484659 59.87366325)
19114,POINT (30.3499116 59.9322115)
19115,POINT (30.3188191 60.0456537)
19116,POINT (30.4068502510338 59.93803625)
19117,POINT (30.3686234176538 59.83857975)
19118,POINT (30.5187949 59.8313731)
19119,POINT (30.2881714853846 60.02015705)
19120,POINT (30.36414802135591 59.7039948)
19122,POINT (30.2248255 59.9500195)
19123,POINT (30.2547406977337 59.8461695)
19124,POINT (30.20591288510689 59.83089855)
19126,POINT (30.2736271512953 60.01032015)
19127,POINT (30.39737791461189 60.01547995)
19128,POINT (30.3521401074126 59.83805079999999)
19129,POINT (30.4220804 59.7179644)
19131,POINT (30.15439385 59.82945035)
19132,POINT (29.7193506 60.0107061)
19133,POINT (30.26449220000001 59.8522838)
19134,POINT (30.42813558089681 59.95421635)
19136,POINT (30.4146311 59.7206941)
19137,POINT (30.4725942379114 59.85901315)
19139,POINT (30.2872404 59.9536583)
19140,POINT (30.4287482672405 59.9586475)
19141,POINT (30.3884832129697 59.9719973)
19142,POINT (30.3528014251944 59.90805940000001)
19143,POINT (30.411 59.95626160000001)
19144,POINT (30.3671962157962 59.7046554)
19145,POINT (30.394621163776 60.04794565)
19146,POINT (30.5759499575295 59.7435701)
19147,POINT (30.3822363263679 60.016613)
19149,POINT (30.3364969 59.9811257)
19150,POINT (30.4787506333607 59.94931855)
19151,POINT (30.3722940865895 60.04703025)
19155,POINT (30.3172704 60.0521515)
19156,POINT (30.40629371370531 59.9247801)
19157,POINT (29.9229062 59.86032410000001)
19158,POINT (30.4097098 59.9537956)
19159,POINT (30.3125652013537 59.86041925)
19160,POINT (30.410444744959 59.9509931)
19161,POINT (30.3430072 59.9451105)
19162,POINT (30.422251269875 60.00913055)
19163,POINT (30.35471147573 59.9622524)
19164,POINT (30.3749748176022 59.86338015)
19165,POINT (30.41654595 59.9557173)
19166,POINT (30.3856685971318 59.8544172)
19167,POINT (30.4260809 59.9321318)
19168,POINT (30.58058219579101 59.7317661)
19169,POINT (30.4209461256098 59.9526308)
19170,POINT (29.7872363128966 59.911168)
19171,POINT (29.77291995 59.90141750000001)
19175,POINT (30.3507735164123 59.9255989)
19177,POINT (29.8639660175176 59.8701679)
19178,POINT (30.5760220083664 59.7331674)
19179,POINT (30.4997950752495 59.93931065)
19181,POINT (30.34907230058431 59.94434035)
19182,POINT (30.3190085 59.9584794)
19183,POINT (30.3198413 59.86952210000001)
19184,POINT (30.31636240000001 59.9605747)
19185,POINT (30.4716873524463 59.94714755)
19186,POINT (30.3761310541621 60.03592895)
19187,POINT (30.3553526 59.9369118)
19188,POINT (30.281977321798 59.9197184)
19189,POINT (30.2878073 59.9129233)
19190,POINT (30.23729362724831 59.9431145)
19191,POINT (30.2784228981031 59.92063875)
19192,POINT (30.2130121523887 59.8249085)
19193,POINT (30.30509960000001 59.9259897)
19195,POINT (30.2656072 59.87202370000001)
19196,POINT (29.7625478487818 59.9988904)
19197,POINT (30.3025811303263 59.92635685)
19198,POINT (30.2059950757637 59.83801995)
19201,POINT (30.0796655457704 59.71849805)
19202,POINT (30.4738101839923 59.9107206)
19203,POINT (30.1660081001845 59.83087995)
19204,POINT (30.147819 59.8348998)
19205,POINT (30.318823105354 59.99602755)
19206,POINT (30.44145545 59.8670065)
19207,POINT (30.0777323732996 59.7532591)
19208,POINT (29.9049434 59.87849345)
19209,POINT (29.7719984 59.98849910000001)
19210,POINT (29.89793275 59.87715625)
19211,POINT (30.3304676 60.0481502)
19214,POINT (30.2630981680795 59.8896563)
19215,POINT (30.4238048 59.8914775)
19216,POINT (30.2864653964146 59.9371605)
19217,POINT (30.3301697 59.9951907)
19218,POINT (30.3568713 59.9357838)
19219,POINT (30.3426108 59.9082313)
19220,POINT (30.3530098767533 59.9131514)
19221,POINT (30.2752415018235 60.0466392)
19222,POINT (30.2832431825876 59.98404745)
19223,POINT (30.31721110000001 59.9310267)
19224,POINT (30.4073885625912 59.72871795)
19225,POINT (30.342682837606 59.9126701)
19226,POINT (30.2908437 59.9176419)
19227,POINT (30.3476698162152 60.0461822)
19228,POINT (30.3078409 59.9235931)
19230,POINT (29.9500306201374 60.08520890000001)
19231,POINT (30.087971666367 59.736572)
