,geometry
11001,POINT (30.2959314323616 59.85574375)
11002,POINT (30.2492441459852 60.11041160000001)
11003,POINT (30.4090885002723 60.01246105)
11004,POINT (30.3760272648456 59.93377735)
11005,POINT (30.168223 59.82747995)
11006,POINT (30.2202109 59.846697)
11007,POINT (30.23555445 59.84864355)
11009,POINT (30.23828585 59.84722135)
11010,POINT (30.374343541782 59.9320491)
11011,POINT (30.2966306886401 59.91366515)
11013,POINT (30.2418071406179 59.84797715)
11014,POINT (30.110359389928 59.77894585)
11015,POINT (30.42913348139269 59.88387385)
11016,POINT (30.2730903598014 59.98554525)
11017,POINT (30.0786990523566 59.7389164)
11018,POINT (30.433264 59.684853)
11019,POINT (30.4746843 59.92153570000001)
11020,POINT (29.8640968318455 59.87816335)
11022,POINT (30.40242163276861 59.98537045)
11023,POINT (30.4635168 59.8684686)
11024,POINT (30.3021062460355 59.96427615)
11025,POINT (29.8627365404557 59.87449605)
11026,POINT (30.5884931587564 59.73198615)
11027,POINT (30.14506329193911 60.0314705)
11028,POINT (30.32530268792 59.91687389999999)
11029,POINT (30.3382576 60.0028629)
11030,POINT (30.39324765973111 60.0191937)
11032,POINT (30.36303492561989 59.8375309)
11034,POINT (29.9071673698502 59.87221535)
11035,POINT (30.37925689999999 59.9256012)
11037,POINT (30.0067782769044 60.0527678)
11038,POINT (30.356172 59.8310708)
11039,POINT (30.2913679809644 60.0318135)
11040,POINT (30.4014226 60.03230670000001)
11041,POINT (30.088547592292 59.7385529)
11042,POINT (30.3576755605245 59.84676125)
11044,POINT (30.4736030361094 59.91148305)
11045,POINT (29.9013175601852 59.8814573)
11046,POINT (30.3452183079762 59.9126639)
11047,POINT (30.0876437265824 59.73417605)
11048,POINT (29.6970255 60.2098703)
11050,POINT (30.3321581 59.9459067)
11051,POINT (30.4349628034661 60.00296945)
11052,POINT (30.32140651451611 59.9016366)
11053,POINT (30.19836970291261 59.8342683)
11054,POINT (30.3712184 59.8518774)
11055,POINT (30.2075318 59.8336181)
11056,POINT (30.473351 59.9260682)
11057,POINT (29.6684789370968 60.1954188)
11058,POINT (30.3690779739082 59.9490278)
11061,POINT (30.3279614909505 60.0011255)
11062,POINT (30.2571523 59.95053000000001)
11064,POINT (30.2275547777763 59.8401162)
11065,POINT (30.3312313 60.0282047)
11066,POINT (30.3290276 59.8778899)
11068,POINT (30.17919362461911 59.859534)
11069,POINT (30.6070323 59.7426101)
11071,POINT (30.24029955739889 59.95057655)
11072,POINT (30.252715939593 59.9991459)
11073,POINT (30.3169181 59.904353)
11074,POINT (30.4090811 59.72253120000001)
11075,POINT (30.2080250675956 59.8594456)
11076,POINT (30.37279595 60.05268615)
11077,POINT (30.4181808 59.7041655)
11079,POINT (30.2555594463331 59.84333475)
11080,POINT (30.4729914 59.8829934)
11081,POINT (30.3278278015135 60.00144065)
11082,POINT (30.4624759534805 59.91543220000001)
11083,POINT (30.3876373 59.8665622)
11085,POINT (30.404875 60.03762140000001)
11086,POINT (30.40396710000001 59.71591579999999)
11087,POINT (30.4333459 59.95960520000001)
11088,POINT (30.611551778596 59.746259)
11090,POINT (30.3109946 59.87544870000001)
11091,POINT (30.3632469719223 59.84763270000001)
11092,POINT (30.4060971 60.0390918)
11093,POINT (30.3068685232187 59.8633652)
11094,POINT (30.2689135944903 59.97318185)
11095,POINT (29.9427979380552 60.08952075)
11097,POINT (29.9086058954645 59.86973975)
11098,POINT (30.1866683 59.8577104)
11099,POINT (30.3462460799041 59.98918070000001)
11100,POINT (30.44139035005511 59.86429965)
11101,POINT (30.5060281 59.8636564)
11102,POINT (30.2744388 59.7017622)
11103,POINT (30.3241954 60.0413533)
11104,POINT (30.2915120463388 59.9177425)
11107,POINT (30.4192333881861 59.71989129999999)
11108,POINT (30.2909434151938 59.96615155)
11109,POINT (30.3537654 59.9281948)
11110,POINT (30.3342484234825 60.03184745)
11111,POINT (30.3550251 59.91376339999999)
11112,POINT (30.4750984045348 59.94095160000001)
11113,POINT (30.334106 60.0429899)
11114,POINT (29.7831438454538 59.9944823)
11116,POINT (30.35885775 59.89831475)
11117,POINT (30.2959943 59.92009670000001)
11118,POINT (30.30581858594289 59.9261349)
11119,POINT (30.4352124260849 59.95567675)
11120,POINT (30.38001912567091 59.873586)
11121,POINT (30.3890289 59.8634591)
11122,POINT (30.3292752 59.8541235)
11123,POINT (30.4171338275572 59.70463605)
11124,POINT (30.344542722035 60.03379715)
11125,POINT (30.340752454127 59.9719376)
11126,POINT (30.5856377 59.7503961)
11127,POINT (30.4719752 59.9494004)
11128,POINT (30.36834165 59.7046529)
11129,POINT (30.4213809151229 59.91992295)
11131,POINT (30.3463782 59.909395)
11132,POINT (30.3334088232531 59.8751405)
11133,POINT (30.3754378296709 60.0269512)
11134,POINT (30.40458057450211 59.82736605)
11135,POINT (30.3493265064062 59.9670009)
11136,POINT (30.58619045 59.74893760000001)
11137,POINT (30.4009129033417 60.01482245)
11138,POINT (30.3214860368578 60.05712955)
11139,POINT (30.383524 60.0514979)
11140,POINT (30.4093642086391 59.92983335)
11141,POINT (30.3411117333556 60.03295260000001)
11142,POINT (30.57613124565089 59.7430007)
11143,POINT (30.4706677416682 59.855752)
11146,POINT (30.3119935 59.96004250000001)
11148,POINT (30.31769935124781 60.052501)
11149,POINT (30.3612532224902 59.9155171)
11150,POINT (30.3912427790582 59.83683035)
11151,POINT (30.4101516 59.9496071)
11152,POINT (30.37435810794991 59.85802615)
11153,POINT (30.4160945 59.9293277)
11154,POINT (30.3563082 59.8846713)
11155,POINT (30.3161644053577 60.05470305)
11156,POINT (29.9209729 59.86682345)
11158,POINT (30.3233884 59.9390579)
11159,POINT (30.42719123140689 60.01213175)
11160,POINT (30.3311312 60.0580693)
11161,POINT (29.7788947299876 59.9034145)
11163,POINT (30.4724392 59.9518504)
11164,POINT (30.3834821 59.8467866)
11165,POINT (30.3117035 59.91588829999999)
11166,POINT (30.3530148 59.9142554)
11167,POINT (30.3790406 60.0338398)
11168,POINT (30.43156835 59.93396605)
11169,POINT (30.3005807661734 59.91172305)
11170,POINT (30.351518704124 59.9779879)
11172,POINT (30.5667927710272 59.7354162)
11173,POINT (30.4676048622792 59.9540523)
11174,POINT (30.4098730188575 59.94756665)
11175,POINT (30.4980373722184 59.94332765)
11176,POINT (30.37670592594749 59.8422929)
11177,POINT (30.2996721 59.9150029)
11178,POINT (30.3210471 59.9290032)
11179,POINT (30.2499400652735 59.9334454)
11180,POINT (29.7693466 59.99776429999999)
11183,POINT (30.2742816 59.9044287)
11185,POINT (30.2621156 59.84751039999999)
11187,POINT (30.2699222 59.85226850000001)
11188,POINT (30.1466634 59.84311070000001)
11189,POINT (30.15209625 59.83434225)
11190,POINT (30.411816884453 59.956177)
11191,POINT (30.3024550571234 59.9522336)
11192,POINT (30.2333363 59.985371)
11193,POINT (30.2912221 60.0157085)
11195,POINT (30.4688813547513 59.8734841)
11196,POINT (30.50643250000001 59.83961400000001)
11198,POINT (30.5103863 59.8298258)
11199,POINT (30.2682201 59.8684218)
11200,POINT (30.3082917 59.9227877)
11201,POINT (30.416535900231 59.9207098)
11203,POINT (30.29473744268061 59.965121)
11204,POINT (30.4180900831548 60.0292939)
11205,POINT (30.3517407387785 59.8856084)
11206,POINT (30.4817696619827 59.88308345)
11207,POINT (30.3493468203975 60.0387351)
11208,POINT (30.3462492 59.9228884)
11209,POINT (30.3610176400785 59.91623005)
11210,POINT (30.3476343405357 59.9114892)
11211,POINT (30.36008375 59.86830215)
11213,POINT (30.3477109 59.9113327)
11214,POINT (30.1473886763118 59.7865729)
11215,POINT (30.2769610519521 59.98596345)
11216,POINT (29.767557 59.9990822)
11217,POINT (30.35667052698189 59.90514739999999)
11218,POINT (30.3497278 59.9289728)
11219,POINT (29.9043378 59.87082895)
11220,POINT (29.7783505 59.9936195)
11221,POINT (30.2972882 59.9523046)
11222,POINT (30.4163546627615 59.7313664)
11223,POINT (30.3350547 59.92544010000001)
11224,POINT (30.4287758034164 59.7155803)
11225,POINT (30.3033256 59.9512485)
11226,POINT (30.2967888325069 59.9181946)
11227,POINT (30.2948154 59.91375920000001)
11228,POINT (30.3012212 59.9672355)
11229,POINT (30.3325574 60.0006544)
11230,POINT (30.4092827801895 59.8677397)
11231,POINT (30.3475346 59.9318225)
11232,POINT (30.43584251211481 59.97107905)
11233,POINT (29.7818049881032 59.9941554)
11234,POINT (30.33276266962969 59.99909279999999)
11235,POINT (29.9750315 60.09444165)
11236,POINT (30.2736905016704 59.98379325)
11238,POINT (30.27587516230831 59.98454720000001)
11239,POINT (30.2727745 59.98389570000001)
11240,POINT (30.40242760000001 59.9156915)
11241,POINT (30.3567809122429 59.8630385)
11242,POINT (30.2821915814151 59.92543945)
11244,POINT (30.4207123951948 60.02687595)
11245,POINT (30.4441313072764 59.86280315)
11246,POINT (30.3670944927692 59.94469955)
11249,POINT (30.3248265 59.928907)
11250,POINT (30.4776935273009 59.91483945)
11251,POINT (30.3542825577434 59.92537425)
11253,POINT (30.3661943 59.93483370000001)
11254,POINT (30.2356190581881 60.0174448)
11255,POINT (30.3382729 60.0145868)
11256,POINT (30.3470629912838 59.91709495)
11258,POINT (30.3224738 59.91821360000001)
11259,POINT (30.4192612 60.00707679999999)
11261,POINT (30.34529910000001 59.93905649999999)
11263,POINT (29.7046642 60.1935475)
11264,POINT (30.37309491978731 59.9293356)
11265,POINT (30.3985301 60.0404491)
11267,POINT (30.3465271 59.924609)
11268,POINT (30.2969266947292 59.95381985)
11269,POINT (30.3669052 59.9300412)
11272,POINT (30.2762047 59.91133410000001)
11274,POINT (30.3732813 59.9378596)
11276,POINT (30.2685290711086 59.8909759)
11277,POINT (30.3515398 59.9173561)
11279,POINT (30.3570183 60.00728839999999)
11280,POINT (30.3721105 59.9356628)
11281,POINT (30.4155993 60.0368099)
11282,POINT (30.4480702337003 59.92117070000001)
11283,POINT (30.3147499 59.966837)
11284,POINT (30.3526413 59.93707729999999)
11285,POINT (30.4004741 59.87660379999999)
11286,POINT (29.75326500000001 60.241241)
11288,POINT (30.2627292857143 59.89059695)
11289,POINT (30.345747 59.92137170000001)
11292,POINT (30.3608855 59.95332190000001)
11293,POINT (30.2705955051774 59.89857885)
11294,POINT (30.4903449833215 59.9135907)
11296,POINT (30.2971587 59.9139935)
11297,POINT (30.35434170000001 59.9463554)
11298,POINT (30.3553682 59.9148181)
11299,POINT (30.3689126 59.9293321)
11300,POINT (30.28842539999999 59.9188806)
11301,POINT (30.27063908086561 59.88729795)
11302,POINT (30.2299912651975 59.85335720000001)
11303,POINT (30.260438173952 59.89286105)
11304,POINT (30.2627742 59.8523682)
11305,POINT (30.242537615502 59.90790995)
11306,POINT (30.2604568822279 59.87304785)
11307,POINT (30.4718448702953 59.68484765)
11308,POINT (30.4273223713547 59.7154744)
11310,POINT (30.3914878 59.8445069)
11311,POINT (30.31737870000001 60.01966385)
11312,POINT (30.3071477 59.9149174)
11313,POINT (30.2918687409226 59.9166744)
11314,POINT (30.4307172095422 60.03834525)
11315,POINT (30.4384653234026 59.8695905)
11316,POINT (30.3287573936263 59.91461995)
11317,POINT (30.3131798750758 59.84932065)
11318,POINT (30.4394169718466 59.8654609)
11319,POINT (29.97623862295 60.09977065)
11320,POINT (29.9614345180784 60.1025029)
11323,POINT (30.3080775239651 60.06636935)
11325,POINT (30.3603589 59.9475733)
11327,POINT (30.210486301655 59.9980673)
11328,POINT (30.2382674 60.0039309)
11329,POINT (30.2710038616686 59.85346805)
11330,POINT (30.2847521125264 59.90026629999999)
11331,POINT (30.3097871245202 60.01392095)
11332,POINT (30.578744 59.7369933)
11333,POINT (30.4650309 59.8989313)
11337,POINT (30.329943369385 60.0166591)
11338,POINT (29.7989387074297 59.90499865)
11339,POINT (30.5689238 59.75046355)
11341,POINT (30.40852666251989 59.8482369)
11343,POINT (30.14655670036369 59.84228470000001)
11344,POINT (30.415731 59.72225600000001)
11345,POINT (30.36905182025711 60.015371)
11346,POINT (29.9498406954712 60.0862493)
11347,POINT (30.3237915628083 60.06112665)
11348,POINT (30.15014740105751 59.84056365)
11350,POINT (30.3986119 59.82670450000001)
11351,POINT (30.6066074241891 59.74605825)
11352,POINT (30.3559418987142 59.99787555)
11353,POINT (30.3523227005591 59.99752925)
11354,POINT (29.6930279 60.19557165)
11355,POINT (30.239163095323 59.93327465)
11356,POINT (30.5066768 59.97857475)
11357,POINT (30.2215749472068 60.02413485)
11359,POINT (30.5652688 59.74257545)
11360,POINT (30.3493041 59.9967723)
11362,POINT (29.78213052297511 59.90574045)
11363,POINT (30.2338384979072 59.9416116)
11364,POINT (30.0832318489802 59.74692685)
11365,POINT (30.6073769438826 59.74315765)
11366,POINT (30.2214010550205 59.9422804)
11367,POINT (30.35804485 59.8866664)
11370,POINT (29.7741472 59.907687)
11371,POINT (30.46597076945789 59.900154)
11372,POINT (30.2388652097688 59.84227375)
11373,POINT (30.3824117 59.9430527)
11374,POINT (29.68190085 60.19463905)
11375,POINT (30.0954037184093 59.85456070000001)
11376,POINT (30.2428817594417 59.84112195)
11377,POINT (30.1259536989992 59.8400953)
11378,POINT (30.2169084 59.9534463)
11379,POINT (30.2092752 60.00631850000001)
11381,POINT (30.4385001 59.86576235)
11382,POINT (30.2913443 59.9237174)
11383,POINT (30.3218462 60.0114851)
11384,POINT (29.9169392 59.8752811)
11385,POINT (30.4759853 59.9438068)
11386,POINT (30.4275411235114 59.7248864)
11387,POINT (30.39477108577161 59.94426410000001)
11388,POINT (30.3473754996772 59.9093802)
11389,POINT (30.4785207 59.9061122)
11391,POINT (30.216267 60.0010716)
11392,POINT (30.394921 60.0122346)
11395,POINT (30.4051464 59.92335179999999)
11398,POINT (30.23830011011061 59.8543853)
11399,POINT (30.3444276 59.9468853)
11400,POINT (30.4248302315132 60.01272455)
11401,POINT (30.3201948 59.9580993)
11402,POINT (30.2967730827864 59.97250125)
11403,POINT (30.3986585578571 60.03762920000001)
11404,POINT (30.2598240388205 59.844924)
11405,POINT (30.3362497 59.8392389)
11406,POINT (30.37161805368169 60.0237394)
11407,POINT (29.7750706606239 59.9152836)
11408,POINT (30.0077610288966 60.0533139)
11409,POINT (30.3935167392532 60.00162145)
11410,POINT (30.4549192 59.8653053)
11411,POINT (30.4114031257782 60.03239525)
11412,POINT (30.15147405 59.83147625)
11414,POINT (30.4833149 59.9500851)
11416,POINT (30.5801433325352 59.73581915)
11418,POINT (30.408328601699 60.02735635)
11419,POINT (30.3480669 59.9309309)
11420,POINT (30.2420522 59.98654989999999)
11422,POINT (30.4041934 59.7183337)
11423,POINT (30.4346956 59.9642878)
11424,POINT (30.17802130054889 59.8401587)
11425,POINT (30.20556890000001 59.998294)
11427,POINT (29.914975 59.8746544)
11428,POINT (30.3098381463054 59.87493539999999)
11429,POINT (30.3633007 59.91945870000001)
11431,POINT (30.19139980000001 59.9903936)
11432,POINT (30.6320907 59.76093525)
11433,POINT (29.79827854225091 59.9054254)
11434,POINT (30.0885870749353 59.74033225)
11435,POINT (30.2469597887665 59.85403545)
11436,POINT (30.3476228536712 59.9969995)
11438,POINT (30.2634243 60.00837289999999)
11439,POINT (30.3876182 60.0273774)
11440,POINT (30.35648905 60.042389)
11441,POINT (30.2861392653614 59.9275149)
11442,POINT (30.1797256 59.8352446)
11444,POINT (30.4069197428791 60.018937)
11445,POINT (30.5652022747693 59.74769739999999)
11446,POINT (30.3075367155183 59.8455372)
11447,POINT (30.3198532 60.01124300000001)
11448,POINT (30.3846882206087 59.87055195)
11449,POINT (30.2647304948519 59.8446588)
11450,POINT (30.1986593 60.0065532)
11452,POINT (30.3692578666781 59.89830315)
11453,POINT (30.3300026 59.9233626)
11455,POINT (30.2497114753324 59.84124515)
11460,POINT (30.2930054139338 60.06016515)
11461,POINT (30.5954109 59.7736127)
11462,POINT (30.1792729 59.8510357)
11463,POINT (29.9474764 60.09426189999999)
11464,POINT (29.864575868313 59.87726005)
11465,POINT (30.3883418 60.01167760000001)
11466,POINT (30.4668405 59.9548333)
11468,POINT (30.3120214279458 59.8463532)
11469,POINT (30.2482169 59.8447285)
11470,POINT (30.4234230042101 59.72490429999999)
11472,POINT (30.4140832702036 59.95627315)
11473,POINT (30.2812634011109 59.95817595)
11474,POINT (30.4151680753692 59.84180920000001)
11475,POINT (30.1059355 59.7806814)
11476,POINT (30.4207415 59.8957416)
11478,POINT (30.3651805919129 59.70560370000001)
11479,POINT (30.10974035 59.77975285)
11480,POINT (30.4063524 59.8763819)
11481,POINT (30.568237693774 59.74064555)
11483,POINT (30.396660156005 59.82570585)
11484,POINT (30.4415028415125 59.95565295)
11485,POINT (30.5008253 59.94802610000001)
11486,POINT (30.324460854633 59.8778622)
11487,POINT (30.33419855 59.8773496)
11488,POINT (30.3503602556645 59.9622291)
11489,POINT (30.58455569194111 59.74812835)
11490,POINT (30.40982410000001 59.86978050000001)
11491,POINT (30.39516205 59.86621385)
11492,POINT (30.3460189149984 59.9602561)
11493,POINT (30.4073149867813 59.92645285)
11494,POINT (29.924769 59.87702950000001)
11496,POINT (30.3278602 59.86158760000001)
11497,POINT (30.3969298352508 59.87125195)
11498,POINT (30.3993013 59.9017844)
11499,POINT (30.432151783739 59.87767595)
11503,POINT (30.35601367040989 59.8874144)
11505,POINT (30.4161313 59.9490478)
11506,POINT (30.34884586795081 59.91342815)
11507,POINT (30.3132817 59.86440279999999)
11508,POINT (30.3202621 59.88840940000001)
11509,POINT (30.406959701036 59.7234508)
11512,POINT (30.4162988521234 60.01731265)
11513,POINT (30.3782714069872 59.85129770000001)
11514,POINT (30.3282951 60.0523906)
11515,POINT (30.4218222801325 59.9865115)
11516,POINT (30.61292295 59.73784910000001)
11517,POINT (30.42387270822169 60.0111126)
11518,POINT (30.3459345 59.9229933)
11519,POINT (30.31022410000001 59.91585840000001)
11520,POINT (30.48639347474181 59.9494054)
11521,POINT (30.4272734700336 60.02692535)
11522,POINT (30.2965084 59.9129436)
11523,POINT (30.4720204748574 59.94817615)
11524,POINT (30.47378039345661 59.90907245)
11525,POINT (30.4807109452518 59.94630229999999)
11526,POINT (30.2766608 59.8514192)
11527,POINT (30.59551885 59.77606595)
11528,POINT (30.3561066 59.9239146)
11529,POINT (30.3055348097328 59.91098665)
11530,POINT (30.6120452 59.74796970000001)
11531,POINT (30.4230098949684 60.0262603)
11532,POINT (30.2632053125023 59.87099395)
11533,POINT (30.2781658504756 59.85306310000001)
11534,POINT (30.4774535 59.95355550000001)
11535,POINT (30.4979975 59.9423432)
11536,POINT (30.2368022 59.9392781)
11537,POINT (30.2759401 59.85364540000001)
11538,POINT (30.222967915373 59.8453268)
11539,POINT (30.29298660000001 59.9605114)
11540,POINT (30.2786766059209 59.9183585)
11541,POINT (29.7884887 59.99059870000001)
11542,POINT (30.2395216 59.8579924)
11543,POINT (30.2029663427125 59.82483195)
11545,POINT (30.2287761588342 59.8266676)
11546,POINT (30.1768304 59.83097375)
11547,POINT (30.1795505983068 59.82958620000001)
11550,POINT (30.19001915208651 59.84835105)
11552,POINT (30.1626737242517 59.82595179999999)
11553,POINT (30.0725029 59.7492984)
11555,POINT (30.1899127081036 59.85394615)
11556,POINT (30.2004494 59.8526818)
11558,POINT (30.18378235 59.8317361)
11559,POINT (30.2913998445328 60.01447455)
11560,POINT (30.4202984 59.9269893)
11561,POINT (30.3351377007281 59.85904405)
11562,POINT (30.3896513457217 60.04839770000001)
11563,POINT (30.3136138 59.9251851)
11564,POINT (30.3655373817486 59.8721656)
11566,POINT (30.2821926 59.9356285)
11567,POINT (29.9167840922093 59.86986705)
11569,POINT (30.3173283 59.9314916)
11570,POINT (30.4179603 59.92069665)
11571,POINT (30.4369832943961 59.94078735)
11573,POINT (30.48129375609361 59.88454880000001)
11575,POINT (29.8968746594564 59.8739185)
11577,POINT (30.4869827904804 59.8830203)
11578,POINT (30.4634117097147 59.87369545)
11579,POINT (30.361597230882 59.91881045)
11580,POINT (29.7777452633629 59.99513435)
11581,POINT (30.3596607091657 59.88472125)
11582,POINT (30.3523834 59.9358616)
11583,POINT (30.2628554 59.9851822)
11584,POINT (29.7599802196564 59.99576025)
11586,POINT (30.2992342 59.9142946)
11587,POINT (30.43502992280661 59.96483615)
11588,POINT (29.977519783409 60.1021846)
11589,POINT (30.3282295 59.8491404)
11592,POINT (30.4303419 59.8966089)
11593,POINT (30.09345 59.7375868)
11595,POINT (30.3432978 59.92636020000001)
11596,POINT (30.2739147350286 59.98251805)
11597,POINT (30.3332247694444 59.8478221)
11598,POINT (30.4090794 59.8447662)
11600,POINT (30.248991335981 60.01235145)
11601,POINT (30.3630435896835 60.0014466)
11602,POINT (30.3159436 59.9139539)
11603,POINT (30.26904652488669 59.89211965)
11604,POINT (30.3571527 59.9413796)
11605,POINT (30.3213823 59.95645989999999)
11606,POINT (30.29804605 59.9593473)
11607,POINT (30.3455685 59.9322276)
11608,POINT (30.3597458580988 59.91856095)
11609,POINT (30.3774314396372 59.93563885)
11610,POINT (30.3552153 59.9218069)
11612,POINT (30.366467 59.9465252)
11613,POINT (30.32656592276589 59.9126169)
11614,POINT (30.330409 59.9226787)
11615,POINT (30.3035703663454 59.954878)
11617,POINT (30.3530889 59.93867220000001)
11618,POINT (30.3620002644475 60.01590415)
11621,POINT (30.3517709185397 59.9313267)
11622,POINT (30.3824935 59.9441429)
11624,POINT (30.36011939999999 59.9415919)
11625,POINT (30.3572416 59.9171402)
11626,POINT (30.2741905 59.90404100000001)
11628,POINT (30.3652264 59.9306976)
11630,POINT (30.3762048 59.9376322)
11631,POINT (30.3745163502298 59.93571305)
11635,POINT (30.3706425046612 60.02558035)
11636,POINT (30.482934083671 59.92455260000001)
11637,POINT (30.2672030166397 59.89239795)
11638,POINT (30.3297206814265 59.9137233)
11640,POINT (30.3885458 59.8751249)
11643,POINT (30.4807669 59.9076954)
11646,POINT (30.3451762 59.9597254)
11647,POINT (30.3797744884551 59.92803095)
11648,POINT (30.2531539546048 60.0104241)
11649,POINT (30.2250645 59.952099)
11650,POINT (30.3306976 59.92292270000001)
11651,POINT (30.4079770696256 59.92632645)
11653,POINT (30.3485896233951 59.91666765)
11656,POINT (30.37473782366889 59.93369285)
11657,POINT (30.3740775 59.92746089999999)
11659,POINT (30.2968523 59.95852239999999)
11660,POINT (30.2944363 59.9582368)
11661,POINT (30.3411402 59.93502220000001)
11662,POINT (30.2299912651975 59.85335720000001)
11663,POINT (30.2725483 59.89214200000001)
11664,POINT (30.258351 59.87287170000001)
11665,POINT (30.24933815 59.85289255)
11666,POINT (30.2722643 59.89011510000001)
11667,POINT (30.2789562486906 59.8455075)
11668,POINT (30.4276437748308 59.71470115)
11669,POINT (30.40841765 59.73187845)
11670,POINT (30.4227704 59.7221743)
11671,POINT (30.46844500000001 59.85352879999999)
11672,POINT (30.3681642185169 59.85325855)
11673,POINT (30.4258512599353 59.8882608)
11674,POINT (30.3192357 59.9074721)
11675,POINT (30.3251839488447 59.88810205)
11676,POINT (30.44719185 59.86952525)
11677,POINT (30.3878127 59.87362460000001)
11678,POINT (30.3225404134137 60.01138765)
11679,POINT (30.3188403 59.9060545)
11680,POINT (30.3164322057377 59.8369998)
11681,POINT (30.3971269020924 59.84167165)
11682,POINT (30.3246149 60.01007170000001)
11683,POINT (29.9710414887141 60.1038703)
11684,POINT (30.1982257493048 59.98835855)
11685,POINT (30.0282033587892 60.0153007)
11686,POINT (30.3407430455711 60.05291565)
11688,POINT (30.1563456405048 59.99427115)
11689,POINT (30.3446973878674 59.9656426)
11691,POINT (30.19249910000001 59.9896948)
11692,POINT (29.9782094 60.05308435)
11693,POINT (30.2779012 59.9144957)
11694,POINT (30.3363633 59.92923620000001)
11695,POINT (30.3278788 60.0245051)
11696,POINT (30.3812575 59.9248745)
11697,POINT (30.2987346 60.0349797)
11698,POINT (30.16007545 59.8258373)
11700,POINT (30.26896106257911 59.8961327)
11701,POINT (30.2236787241289 59.84499875)
11702,POINT (30.342234 59.97158760000001)
11703,POINT (30.180751931217 59.855035)
11704,POINT (30.62188202647049 59.7377387)
11705,POINT (30.3767219756265 59.87216425)
11706,POINT (30.3785383390974 59.9277621)
11707,POINT (30.30382698293711 60.04776235)
11708,POINT (30.3588722 59.9360099)
11709,POINT (30.2337038044048 59.84831885)
11710,POINT (30.3351512245192 60.01688595)
11711,POINT (30.4103226 59.72974755)
11712,POINT (30.1132609794992 59.84520605)
11713,POINT (30.4565768707139 59.92044405)
11714,POINT (30.5116742001383 59.86324225)
11715,POINT (30.39392028 59.70374635)
11716,POINT (30.4051356 59.71714179999999)
11717,POINT (30.3077189 59.9100899)
11718,POINT (30.3811283 59.8560465)
11719,POINT (30.26746334795161 59.98567395)
11720,POINT (30.1927397092443 59.85517289999999)
11721,POINT (30.2989012 60.0333448)
11723,POINT (30.209626 60.0103578)
11726,POINT (30.36073660541669 60.01430665)
11727,POINT (30.2621770508345 59.84675185)
11728,POINT (30.25449517824211 59.8406243)
11729,POINT (30.363302374307 59.84846155)
11730,POINT (30.2227867514089 59.94802760000001)
11731,POINT (29.9044896148256 59.88399770000001)
11732,POINT (30.3167999 59.9946439)
11733,POINT (30.4086682 59.70880005)
11734,POINT (30.4032637203135 59.87073135)
11735,POINT (30.22682596890611 59.90815695)
11736,POINT (30.269542994529 59.85357239999999)
11738,POINT (30.3201538 59.8446566)
11739,POINT (30.16000175 59.8295471)
11740,POINT (30.4835498187571 59.9178699)
11741,POINT (30.4258144 59.7143136)
11742,POINT (30.3006136601086 59.85082385)
11743,POINT (30.1537152259789 59.83187625)
11744,POINT (30.42850009108011 59.888159)
11745,POINT (30.3754554 60.0178823)
11746,POINT (30.3586566 60.0380596)
11747,POINT (30.4612626905212 59.68079100000001)
11748,POINT (30.4308080946765 59.95737015)
11749,POINT (30.3089301595194 59.84791815)
11750,POINT (30.5751038360982 59.7337522)
11751,POINT (30.37907915 59.9281284)
11752,POINT (29.8901002412335 59.87512785)
11753,POINT (30.1377255 59.9985478)
11754,POINT (30.6072889698068 59.73497435)
11755,POINT (30.4631833665326 59.68098565)
11756,POINT (30.4017642996619 60.01399145)
11758,POINT (30.4771055 59.9015635)
11759,POINT (30.45494895 59.92119035)
11760,POINT (29.7046657 60.1949684)
11761,POINT (30.3548914962078 59.86012950000001)
11762,POINT (30.2660311 59.9869455)
11763,POINT (30.00519097433161 60.05313670000001)
11765,POINT (30.1043575123634 59.84863975)
11766,POINT (30.57184725 59.74944770000001)
11767,POINT (30.363441 60.0882954)
11768,POINT (30.0862874 59.7377348)
11769,POINT (30.4522547 60.0329512)
11770,POINT (30.2640957887609 59.88971310000001)
11771,POINT (30.45848405 59.91867579999999)
11772,POINT (30.3816520631856 59.8516175)
11773,POINT (30.2628939 60.0069454)
11774,POINT (30.1404541 59.8485104)
11775,POINT (30.4111603842859 59.7092048)
11776,POINT (30.5189190301361 59.831784)
11777,POINT (30.28931110000001 59.7166951)
11778,POINT (29.7798141 59.90905515)
11779,POINT (30.2160289362069 59.84019350000001)
11781,POINT (30.3579613 60.03859549999999)
11782,POINT (30.23564425934461 59.9507598)
11783,POINT (30.4422251151012 59.86332375)
11784,POINT (30.2507077 60.0163125)
11785,POINT (30.2579 59.665539)
11786,POINT (30.314548 59.862609)
11787,POINT (29.77680616047189 59.90584770000001)
11788,POINT (30.3812026 59.835556)
11789,POINT (30.4056577 59.721976)
11790,POINT (30.48497589999999 59.94247530000001)
11792,POINT (30.4167638457518 59.69577865)
11793,POINT (30.4740204 59.89879129999999)
11795,POINT (30.21521718004411 59.98847175)
11796,POINT (30.3785118056798 59.7052868)
11797,POINT (30.277672 59.9856093)
11798,POINT (30.31264508519489 60.02391895)
11799,POINT (30.1836936560989 59.85902105)
11800,POINT (30.5075974610879 59.8391188)
11801,POINT (29.8002266 59.90520745)
